_id	Protocolo	data	hora	natureza	situacao	bairro	endereco	numero	detalhe_endereco_acidente	complemento	bairro_cruzamento	num_semaforo	sentido_via	tipo	auto	moto	ciclom	ciclista	pedestre	onibus	caminhao	viatura	outros	vitimas	vitimasfatais	acidente_verificado	tempo_clima	situacao_semaforo	sinalizacao	condicao_via	conservacao_via	ponto_controle	situacao_placa	velocidade_max_via	mao_direcao	divisao_via1	divisao_via2	divisao_via3
1194	202311973,0	2023-05-28T00:00:00	09:42:00	COM VÍTIMA	FINALIZADA	VASCO DA GAMA	RUA VASCO DA GAMA	1126	""	EM FRENTE A PAULO ADESIVOS	VASCO DA GAMA	""	""	COLISÃO FRONTAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1195	202311974,0	2023-05-28T00:00:00	09:48:00	COM VÍTIMA	FINALIZADA	MANGABEIRA	AV NORTE MIGUEL ARRAES DE ALENCAR	4616	""	EM FRENTE A  CLINICA CÃO	MANGABEIRA	""	""	COLISÃO TRASEIRA	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1196	202311997,0	2023-05-29T00:00:00	07:50:00	COM VÍTIMA	FINALIZADA	NOVA DESCOBERTA	AV VEREADOR OTACILIO AZEVEDO	""	""	EM FRENTE A KINITOS	NOVA DESCOBERTA	""	""	COLISÃO FRONTAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1197	202311999,0	2023-05-29T00:00:00	07:52:00	SEM VÍTIMA	FINALIZADA	ILHA DO RETIRO	RUA SENADOR FABIO DE BARROS	100	RUA DR JOAO MARQUES	EM FRENTE AO N° 100	ILHA DO RETIRO	""	CIDADE	COLISÃO TRANSVERSAL	1,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1198	202312018,0	2023-05-29T00:00:00	10:34:00	SEM VÍTIMA	FINALIZADA	""	AV DOM PEDRO I - IMPERADOR	""	""	""	""	""	""	COLISÃO TRASEIRA	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1199	202312052,0	2023-05-29T00:00:00	02:18:00	SEM VÍTIMA	FINALIZADA	IPSEP	RUA ARGEMIRO MIRANDA	49	""	""	IPSEP	""	""	""	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1200	202312057,0	2023-05-29T00:00:00	03:38:00	COM VÍTIMA	FINALIZADA	GRACAS	AV RUI BARBOSA	87	""	EM FRENTE AO BANCO SANTANDER	GRACAS	""	""	COLISÃO TRASEIRA	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1201	202312059,0	2023-05-29T00:00:00	04:39:00	SEM VÍTIMA	FINALIZADA	ESPINHEIRO	AV GOVERNADOR AGAMENON MAGALHAES	""	PRC PARQUE AMORIM	SUPER BOM PREÇO	ESPINHEIRO	173,0	SUBURBIO	COLISÃO TRANSVERSAL	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1202	202312063,0	2023-05-29T00:00:00	05:14:00	COM VÍTIMA	FINALIZADA	APIPUCOS	RUA DO MUSSU	461	""	PROX A ROSE BELTRÃO	APIPUCOS	""	""	COLISÃO FRONTAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1203	202312080,0	2023-05-30T00:00:00	12:22:00	SEM VÍTIMA	FINALIZADA	JARDIM SAO PAULO	RUA BRAGANCA	""	RUA LORENA	PRÓX A BR-101	JARDIM SAO PAULO	""	""	COLISÃO TRANSVERSAL	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1204	202312106,0	2023-05-30T00:00:00	08:36:00	COM VÍTIMA	FINALIZADA	IMBIRIBEIRA	AV MARECHAL MASCARENHAS DE MORAES	4080	""	EM FRENTE A LOJA VENEZA MATERIAL DE CONSTRUÇÃO	IMBIRIBEIRA	""	""	COLISÃO FRONTAL	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1205	202312131,0	2023-05-30T00:00:00	01:33:00	SEM VÍTIMA	FINALIZADA	PARNAMIRIM	RUA DES GOIS CAVALCANTE	""	EST DO ARRAIAL	EM FRENTE AO HOSPITAL AGAMENON MAGALHÃES	PARNAMIRIM	295,0	SUBURBIO	""	1,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1206	202312142,0	2023-05-30T00:00:00	04:10:00	COM VÍTIMA	FINALIZADA	SAO JOSE	RUA FLORIANO PEIXOTO	""	""	EM FRENTE A ESTAÇÃO RECIFE  E A EMPRESA SONYLON	SAO JOSE	""	""	COLISÃO LATERAL	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1207	202312145,0	2023-05-30T00:00:00	04:44:00	COM VÍTIMA	FINALIZADA	CAMPO GRANDE	RUA ODORICO MENDES	308	""	PROXIMO A DELEGACIA	CAMPO GRANDE	""	""	COLISÃO LATERAL	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1208	202312149,0	2023-05-30T00:00:00	05:47:00	COM VÍTIMA	FINALIZADA	ARRUDA	RUA RAUL POMPEIA	167	""	AO LADO DO CANAL DA CONSTRUÇÃO	ARRUDA	""	""	COLISÃO LATERAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1209	202312150,0	2023-05-30T00:00:00	06:22:00	COM VÍTIMA	CANCELADA	BARRO	AV CENTRAL	""	""	PROX AO BAR DO DEDA	BARRO	""	""	ATROPELAMENTO DE PESSOA	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1210	202312168,0	2023-05-30T00:00:00	07:59:00	COM VÍTIMA	FINALIZADA	JARDIM SAO PAULO	RUA MANOEL INACIO	86	""	DE FRENTE A RUA MANOEL INACIO / ANTES DE ACESSAR A BR-101 SENTIDO PRAZERES / SAÍDA DO TERMINAL DO BARRO EM DIREÇÃO A PRAZERES	JARDIM SAO PAULO	""	""	ATROPELAMENTO DE PESSOA	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1211	202312169,0	2023-05-30T00:00:00	08:04:00	COM VÍTIMA	FINALIZADA	BOA VIAGEM	RUA SA E SOUZA	618	""	EM FRENTE A DROGASIL	BOA VIAGEM	""	""	COLISÃO LATERAL	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1212	202312175,0	2023-05-31T00:00:00	07:09:00	COM VÍTIMA	FINALIZADA	PINA	AVENIDA CELSO FURTADO (VIA MANGUE)	""	""	SENT. BOA VIAGEM NA LOMBADA ELETRNICA	PINA	""	""	COLISÃO LATERAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1213	202312177,0	2023-05-31T00:00:00	07:16:00	COM VÍTIMA	FINALIZADA	PINA	AVENIDA CELSO FURTADO (VIA MANGUE)	""	""	SENT. BOA VIAGEM, ANTES DA LOMBADA ELETRONICA	PINA	""	""	CHOQUE	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1214	202312178,0	2023-05-31T00:00:00	07:27:00	COM VÍTIMA	FINALIZADA	BEBERIBE	AV BEBERIBE	""	""	EM FRENTE AO NÚMERO 3677,  EM FRENTE AO SESC SENAC	BEBERIBE	""	""	COLISÃO LATERAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1215	202312191,0	2023-05-31T00:00:00	08:17:00	COM VÍTIMA	FINALIZADA	BOA VISTA	RUA DAS NINFAS	274	""	PROX. AO VEM GRANDE RECIFE	BOA VISTA	""	""	COLISÃO LATERAL	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1216	202312202,0	2023-05-31T00:00:00	10:00:00	COM VÍTIMA	CANCELADA	BOA VIAGEM	RUA ERNESTO DE PAULA SANTOS	394	""	""	BOA VIAGEM	""	""	COLISÃO LATERAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1217	202312205,0	2023-05-31T00:00:00	10:17:00	COM VÍTIMA	CANCELADA	PINA	AVENIDA CELSO FURTADO (VIA MANGUE)	1831	""	""	PINA	""	""	QUEDA	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1218	202312245,0	2023-05-31T00:00:00	03:54:00	COM VÍTIMA	FINALIZADA	SANTO AMARO	AV VISCONDE DE SUASSUNA	""	""	NO SEMÁFORO 172	SANTO AMARO	172,0	""	COLISÃO LATERAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1219	202312250,0	2023-05-31T00:00:00	04:43:00	COM VÍTIMA	FINALIZADA	PINA	AVENIDA CELSO FURTADO (VIA MANGUE)	11	""	DEPOIS DO RIO MAR	PINA	""	""	COLISÃO TRASEIRA	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1220	202312270,0	2023-05-31T00:00:00	11:18:00	COM VÍTIMA	FINALIZADA	CIDADE UNIVERSITARIA	RUA GENERAL POLIDORO	""	RUA AGRICOLANDIA	""	CIDADE UNIVERSITARIA	""	""	COLISÃO LATERAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1221	202312288,0	2023-06-01T00:00:00	07:19:00	COM VÍTIMA	FINALIZADA	BOA VIAGEM	AV ENGENHEIRO DOMINGOS FERREIRA	""	""	AO LADO DO ASSAI, SENT. BOA VIAGEM	BOA VIAGEM	297,0	""	COLISÃO FRONTAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1222	202312299,0	2023-06-01T00:00:00	08:21:00	COM VÍTIMA	FINALIZADA	JORDAO	AV MARIA IRENE	1592	""	""	JORDAO	""	""	ATROPELAMENTO DE PESSOA	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1223	202312306,0	2023-06-01T00:00:00	09:26:00	COM VÍTIMA	FINALIZADA	AFOGADOS	RUA SAO MIGUEL	443	RUA DO DESPACHO	PROXIMO AO POSTO DE GASOLINA DISLUB	AFOGADOS	""	""	COLISÃO TRANSVERSAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1224	202312315,0	2023-06-01T00:00:00	10:38:00	COM VÍTIMA	DUPLICIDADE	BOA VIAGEM	RUA VISCONDE DE JEQUITINHONHA	""	RUA BALTAZAR PASSOS	EDF. MARIA DE LEVINA- 680	BOA VIAGEM	""	""	COLISÃO LATERAL	1,0	1,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1225	202312320,0	2023-06-01T00:00:00	10:51:00	COM VÍTIMA	FINALIZADA	BOA VIAGEM	RUA BALTAZAR PASSOS	859	RUA VISCONDE DE JEQUITINHONHA	EM FRENTE AO EDF. MARIA GUILHERMINA	BOA VIAGEM	""	""	COLISÃO LATERAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1226	202312324,0	2023-06-01T00:00:00	11:47:00	COM VÍTIMA	CANCELADA	IMBIRIBEIRA	AV CENTENARIO ALBERTO SANTOS DUMONT	""	""	ANTES DO TUNEL FELIPE CAMARAO NA ROTATORIA	IMBIRIBEIRA	""	""	COLISÃO FRONTAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1227	202312330,0	2023-06-01T00:00:00	12:14:00	COM VÍTIMA	CANCELADA	IBURA	AV DOIS RIOS	1344	""	PROX AO VAREJÃO ESTRELA	IBURA	""	""	COLISÃO LATERAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1228	202312336,0	2023-06-01T00:00:00	12:21:00	COM VÍTIMA	FINALIZADA	BOA VIAGEM	AV ENGENHEIRO DOMINGOS FERREIRA	4661	""	EM FRENTE AO BANCO DAYCOVAL	BOA VIAGEM	""	""	COLISÃO TRASEIRA	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1229	202312344,0	2023-06-01T00:00:00	01:53:00	COM VÍTIMA	CANCELADA	SANTO AMARO	RUA AURORA	1462	""	APOS AO TAVARES BURIL	SANTO AMARO	""	""	CHOQUE	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1230	202312346,0	2023-06-01T00:00:00	02:16:00	COM VÍTIMA	CANCELADA	SANTO AMARO	AV PREFEITO ARTUR LIMA CAVALCANTI	545	""	""	SANTO AMARO	""	""	COLISÃO LATERAL	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1231	202312347,0	2023-06-01T00:00:00	02:16:00	COM VÍTIMA	CANCELADA	AFOGADOS	RUA SAO MIGUEL	2279	""	EM FRENTE AO BODE DO NÔ	AFOGADOS	""	""	COLISÃO TRASEIRA	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1232	202312356,0	2023-06-01T00:00:00	05:34:00	COM VÍTIMA	CANCELADA	JORDAO	RUA SAGRES	102	""	NA ESQUINA DO POSTO DE SAUDE  DO JORDAO  BAIXO	JORDAO	""	""	QUEDA	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1233	202312372,0	2023-06-01T00:00:00	07:31:00	COM VÍTIMA	FINALIZADA	AFOGADOS	AV SUL	1800	""	EM FRENTE A LOJA MAÇONICA	AFOGADOS	""	""	COLISÃO FRONTAL	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1234	202312376,0	2023-06-01T00:00:00	09:12:00	SEM VÍTIMA	FINALIZADA	TOTO	AV LIBERDADE	""	""	EM FRENTE AO PRESIDIO	TOTO	""	""	COLISÃO LATERAL	0,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1235	202312379,0	2023-06-01T00:00:00	11:36:00	SEM VÍTIMA	CANCELADA	BOA VIAGEM	RUA DEZ DE JULHO	210	""	MANSÃO CRISTAL	BOA VIAGEM	""	""	COLISÃO FRONTAL	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1236	202312407,0	2023-06-02T00:00:00	09:06:00	COM VÍTIMA	CANCELADA	AREIAS	RUA CORONEL LAMENHA	202	""	PROX. AO SINDICATO DOS METROVIARIOS DE PE	AREIAS	""	""	COLISÃO LATERAL	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1237	202312410,0	2023-06-02T00:00:00	09:19:00	COM VÍTIMA	FINALIZADA	MADALENA	AV VISCONDE DE ALBUQUERQUE	474	""	PROX. A FARMACIA TRADIÇÃO	MADALENA	""	""	COLISÃO LATERAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1238	202312415,0	2023-06-02T00:00:00	09:41:00	SEM VÍTIMA	FINALIZADA	MADALENA	EST DOS REMEDIOS	1918	RUA DR JOAO MARQUES	EM FRENTE A VIA TOTAL PNEUS	MADALENA	""	""	""	1,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1239	202312423,0	2023-06-02T00:00:00	10:30:00	COM VÍTIMA	FINALIZADA	TAMARINEIRA	RUA CONEGO BARATA	531	""	EM FRENTE A FERREIRA COSTA	TAMARINEIRA	""	""	COLISÃO LATERAL	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1240	202312426,0	2023-06-02T00:00:00	10:44:00	COM VÍTIMA	FINALIZADA	MADALENA	AV CAXANGA	4166	""	PROX. A FARMACIA PAGUE MENOS E POSTO DE GASOLINA IPIRANGA	MADALENA	""	""	COLISÃO LATERAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1241	202312429,0	2023-06-02T00:00:00	10:59:00	COM VÍTIMA	FINALIZADA	DERBY	AV GOVERNADOR AGAMENON MAGALHAES	""	""	EM FRENTE AO BRADESCO	DERBY	""	""	ATROPELAMENTO DE PESSOA	1,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1242	202312433,0	2023-06-02T00:00:00	12:11:00	COM VÍTIMA	FINALIZADA	BOA VISTA	AV MONTEVIDEU	""	RUA TABIRA	PROX A CASA DE APOIO DOS MUNICIPIOS DE GRAVATA	BOA VISTA	""	""	COLISÃO LATERAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1243	202312441,0	2023-06-02T00:00:00	01:22:00	COM VÍTIMA	FINALIZADA	BOA VIAGEM	AV ENGENHEIRO DOMINGOS FERREIRA	3061	""	""	BOA VIAGEM	""	""	COLISÃO LATERAL	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1244	202312442,0	2023-06-02T00:00:00	02:26:00	COM VÍTIMA	FINALIZADA	TORREAO	AV NORTE MIGUEL ARRAES DE ALENCAR	""	""	SOBRE O VIADUTO PRESIDENTE MEDICI	TORREAO	""	""	COLISÃO LATERAL	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1245	202312449,0	2023-06-02T00:00:00	03:35:00	COM VÍTIMA	FINALIZADA	CORREGO DO JENIPAPO	AV DA RECUPERACAO	3434	""	APOS A UPINHA E/F AO GALETO DO ROBERTO	CORREGO DO JENIPAPO	""	""	QUEDA	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1246	202312452,0	2023-06-02T00:00:00	03:56:00	COM VÍTIMA	FINALIZADA	AFLITOS	AV CONS ROSA E SILVA	1884	""	PROX  AO CLUBE  DO NAUTICO E/F AO EDF MARIA AUGUSTA	AFLITOS	""	""	COLISÃO TRASEIRA	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1247	202312453,0	2023-06-02T00:00:00	04:20:00	COM VÍTIMA	FINALIZADA	IMBIRIBEIRA	AV MARECHAL MASCARENHAS DE MORAES	2755	""	EM FRENTE A MARAVILHA MOTOS	IMBIRIBEIRA	""	""	COLISÃO LATERAL	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1248	202312456,0	2023-06-02T00:00:00	04:30:00	COM VÍTIMA	FINALIZADA	AFOGADOS	RUA TABAIARES	""	""	EM FRENTE A HYUNDAI	AFOGADOS	""	""	COLISÃO LATERAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1249	202312459,0	2023-06-02T00:00:00	04:39:00	COM VÍTIMA	CANCELADA	ILHA DO RETIRO	RUA TABAIARES	416	""	EM FRENTE A HYUNDAI	ILHA DO RETIRO	""	""	COLISÃO LATERAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1250	202312461,0	2023-06-02T00:00:00	04:41:00	COM VÍTIMA	FINALIZADA	TAMARINEIRA	AV NORTE MIGUEL ARRAES DE ALENCAR	5173	""	FARMACIA PAGUE MENOS	TAMARINEIRA	""	""	COLISÃO LATERAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1251	202312463,0	2023-06-02T00:00:00	04:57:00	COM VÍTIMA	DUPLICIDADE	IMBIRIBEIRA	AV MARECHAL MASCARENHAS DE MORAES	2931	""	LADO OPOSTO AO NEO BLINDADOS	IMBIRIBEIRA	""	""	COLISÃO TRASEIRA	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1252	202312465,0	2023-06-02T00:00:00	05:02:00	COM VÍTIMA	DUPLICIDADE	CASA AMARELA	AV NORTE MIGUEL ARRAES DE ALENCAR	5173	""	FARMACIA PAGUE MENOS	CASA AMARELA	""	""	COLISÃO LATERAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1253	202312467,0	2023-06-02T00:00:00	05:31:00	COM VÍTIMA	FINALIZADA	VARZEA	RUA GASTAO VIDIGAL	635	""	E/F A IGREJA ASSEMBLEIA DE DEUS	VARZEA	""	""	COLISÃO LATERAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1254	202312478,0	2023-06-02T00:00:00	07:49:00	COM VÍTIMA	FINALIZADA	IBURA	AV SANTA FE	734	""	PADARIA PORTO SEGURO	IBURA	""	""	ATROPELAMENTO DE PESSOA	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1255	202312486,0	2023-06-02T00:00:00	09:38:00	COM VÍTIMA	CANCELADA	PINA	AV HERCULANO BANDEIRA	673	""	PRÓXIMO A PAGUE MENOS	PINA	""	""	COLISÃO LATERAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1256	202312500,0	2023-06-03T00:00:00	06:54:00	COM VÍTIMA	CANCELADA	TORROES	AV ENGENHEIRO ABDIAS DE CARVALHO	""	""	DEPOPIS DA UPA DO TORROES	TORROES	""	""	COLISÃO FRONTAL	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1257	202312506,0	2023-06-03T00:00:00	07:51:00	COM VÍTIMA	CANCELADA	CASA AMARELA	RUA PAULA BATISTA	""	""	EM FRENTE A SUPER BOMPREÇO	CASA AMARELA	""	""	COLISÃO LATERAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1258	202312516,0	2023-06-03T00:00:00	09:43:00	COM VÍTIMA	FINALIZADA	TEJIPIO	AV DR JOSE RUFINO	""	""	E/F A ESTAÇAO DO METRO DE TEJIPIO	TEJIPIO	""	""	COLISÃO LATERAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1259	202312520,0	2023-06-03T00:00:00	10:12:00	COM VÍTIMA	CANCELADA	VARZEA	RUA MARIO CAMPELO	""	""	""	VARZEA	""	""	COLISÃO FRONTAL	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1260	202312526,0	2023-06-03T00:00:00	11:53:00	COM VÍTIMA	FINALIZADA	CAMPO GRANDE	AV GOVERNADOR AGAMENON MAGALHAES	""	""	EM FRENTE ANTIGA FABRICA DO SHOOPING TACARUNA	CAMPO GRANDE	""	""	ATROPELAMENTO DE PESSOA	1,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	2,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1261	202312527,0	2023-06-03T00:00:00	12:09:00	COM VÍTIMA	DUPLICIDADE	TORROES	RUA WASHINGTON DUARTE ESPINDOLA	""	""	""	TORROES	""	""	COLISÃO FRONTAL	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1262	202312528,0	2023-06-03T00:00:00	12:11:00	COM VÍTIMA	FINALIZADA	AREIAS	AV RECIFE	4687	""	E/F AO SAL E BRASA	AREIAS	""	""	COLISÃO LATERAL	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1263	202312531,0	2023-06-03T00:00:00	12:35:00	COM VÍTIMA	FINALIZADA	TORROES	AV ENGENHEIRO ABDIAS DE CARVALHO	1173	""	EM FRENTE A MARCELO BOMA DE COMBUSTIVEL/ SENTIDO BR	TORROES	""	""	ATROPELAMENTO DE PESSOA	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
1264	202312544,0	2023-06-03T00:00:00	03:12:00	COM VÍTIMA	FINALIZADA	ROSARINHO	AV NORTE MIGUEL ARRAES DE ALENCAR	""	""	NO SEMÁFORO 081	ROSARINHO	81,0	SUBURBIO	COLISÃO LATERAL	0,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	""	""	""	""	""	""	""	""	""	""	""	""	""
